kernel,mode,nnr,ngmt,threads,rep,ms,inputs,lane,alloc,deck_rep
addusxx_g,BaO_nat002,64000,18643,2,17,515.549000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,2,18,519.597000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,2,19,518.604000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,4,0,265.376000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,4,1,265.502000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,4,2,265.535000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,4,3,265.066000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,4,4,265.968000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,4,5,266.126000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,4,6,265.438000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,4,7,266.802000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,4,8,265.898000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,4,9,265.194000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,4,10,265.588000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,4,11,265.748000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,4,12,266.523000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,4,13,265.018000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,4,14,264.417000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,4,15,265.626000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,4,16,265.465000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,4,17,266.179000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,4,18,265.725000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,4,19,265.730000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,8,0,136.213000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,8,1,136.292000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,8,2,136.508000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,8,3,135.923000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,8,4,136.128000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,8,5,136.289000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,8,6,136.134000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,8,7,136.129000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,8,8,135.915000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,8,9,135.851000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,8,10,135.578000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,8,11,135.730000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,8,12,136.573000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,8,13,152.990000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,8,14,136.151000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,8,15,136.165000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,8,16,136.133000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,8,17,136.482000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,8,18,136.255000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,8,19,136.138000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,16,0,72.047000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,16,1,72.107000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,16,2,72.239000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,16,3,72.296000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,16,4,72.269000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,16,5,72.118000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,16,6,72.086000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,16,7,72.055000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,16,8,71.984000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,16,9,72.173000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,16,10,71.915000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,16,11,72.179000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,16,12,72.196000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,16,13,71.987000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,16,14,71.844000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,16,15,71.997000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,16,16,71.976000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,16,17,71.967000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,16,18,72.091000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,16,19,72.323000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,32,0,40.643000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,32,1,40.694000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,32,2,40.670000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,32,3,40.862000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,32,4,40.788000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,32,5,40.801000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,32,6,40.740000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,32,7,40.844000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,32,8,40.757000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,32,9,40.774000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,32,10,40.769000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,32,11,40.922000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,32,12,40.783000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,32,13,41.000000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,32,14,41.096000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,32,15,40.815000,set0_rep72,flang-openmp,mimalloc,72
